OrderID,Region,Segment,ShipMode,Category,SubCategory,Sales,Quantity,Discount,Profit,OrderYear,State
ORD-10503,East,Consumer,Same Day,Technology,Accessories,1884.24,1,0.2,203.64,2020,Texas
ORD-10504,Central,Consumer,Second Class,Technology,Copiers,726.4,7,0.3,29.96,2019,Texas
ORD-10505,West,Consumer,Second Class,Office Supplies,Storage,697.37,9,0.3,191.03,2023,California
ORD-10506,East,Consumer,Second Class,Office Supplies,Binders,995.78,4,0.2,94.83,2023,Washington
ORD-10507,East,Home Office,Second Class,Furniture,Bookcases,701.04,7,0.3,113.31,2025,New York
ORD-10508,East,Consumer,Second Class,Office Supplies,Paper,667.05,1,0.3,181.4,2023,Illinois
ORD-10509,Central,Corporate,Standard Class,Technology,Phones,255.04,6,0.0,0.47,2022,New York
ORD-10510,South,Home Office,Same Day,Office Supplies,Storage,1073.94,7,0.1,274.15,2023,Illinois
ORD-10511,East,Home Office,Second Class,Office Supplies,Art,1967.46,9,0.2,661.81,2025,Florida
ORD-10512,East,Consumer,Standard Class,Furniture,Furnishings,1056.7,6,0.3,364.82,2025,Texas
ORD-10513,East,Corporate,First Class,Office Supplies,Paper,1650.63,1,0.1,189.5,2019,California
ORD-10514,East,Corporate,First Class,Office Supplies,Paper,328.95,6,0.0,20.15,2024,Washington
ORD-10515,East,Home Office,Standard Class,Technology,Machines,1620.64,6,0.0,118.43,2021,Florida
ORD-10516,West,Home Office,Standard Class,Office Supplies,Binders,1868.82,1,0.2,260.15,2020,Florida
ORD-10517,East,Corporate,Second Class,Office Supplies,Paper,1315.24,2,0.1,65.04,2023,Florida
ORD-10518,South,Home Office,Same Day,Technology,Copiers,1233.34,3,0.0,236.44,2020,Florida
ORD-10519,South,Consumer,Second Class,Furniture,Chairs,759.45,2,0.0,75.83,2020,Washington
ORD-10520,South,Corporate,Same Day,Furniture,Furnishings,449.57,4,0.3,-13.23,2023,Texas
ORD-10521,Central,Home Office,Standard Class,Furniture,Tables,1122.94,6,0.3,141.59,2025,Illinois
ORD-10522,East,Home Office,Second Class,Office Supplies,Art,119.42,3,0.2,22.2,2020,Washington
ORD-10523,West,Consumer,First Class,Office Supplies,Paper,1361.33,7,0.3,135.8,2023,Washington
ORD-10524,South,Corporate,Second Class,Office Supplies,Art,1692.44,4,0.0,527.66,2025,Texas
ORD-10525,Central,Home Office,Second Class,Furniture,Chairs,1805.13,6,0.3,537.86,2021,New York
ORD-10526,East,Corporate,Same Day,Furniture,Furnishings,1932.18,4,0.0,440.09,2024,New York
ORD-10527,West,Home Office,Standard Class,Office Supplies,Binders,812.42,7,0.2,84.88,2022,Florida
ORD-10528,Central,Corporate,First Class,Technology,Accessories,1382.33,1,0.2,445.58,2023,Illinois
ORD-10529,South,Home Office,Standard Class,Technology,Machines,1101.99,9,0.3,-45.48,2020,Washington
ORD-10530,West,Home Office,Same Day,Office Supplies,Binders,1387.0,7,0.2,-128.34,2020,Texas
ORD-10531,Central,Consumer,Same Day,Technology,Copiers,66.94,5,0.1,22.67,2024,Texas
ORD-10532,East,Home Office,Second Class,Furniture,Tables,1855.29,1,0.2,142.49,2024,California
ORD-10533,West,Home Office,First Class,Technology,Copiers,510.79,4,0.2,-49.64,2021,Washington
ORD-10534,South,Consumer,Same Day,Technology,Machines,204.53,1,0.2,0.19,2023,Texas
ORD-10535,West,Corporate,First Class,Office Supplies,Binders,1260.38,5,0.1,32.63,2023,Florida
ORD-10536,Central,Consumer,Second Class,Furniture,Chairs,1460.51,4,0.2,202.24,2023,Illinois
ORD-10537,South,Corporate,Second Class,Technology,Copiers,324.72,4,0.0,6.71,2020,Illinois
ORD-10538,Central,Corporate,Second Class,Office Supplies,Art,1177.98,3,0.2,307.79,2023,Florida
ORD-10539,Central,Corporate,Second Class,Office Supplies,Art,1793.47,4,0.0,6.27,2022,California
ORD-10540,West,Home Office,Standard Class,Furniture,Furnishings,1652.21,2,0.0,-49.0,2024,Texas
ORD-10541,South,Home Office,Second Class,Furniture,Furnishings,180.83,9,0.1,22.98,2024,New York
ORD-10542,West,Home Office,Same Day,Furniture,Chairs,1734.88,3,0.2,191.63,2020,Texas
ORD-10543,South,Consumer,First Class,Office Supplies,Art,1337.42,7,0.0,124.82,2025,Illinois
ORD-10544,South,Consumer,First Class,Technology,Accessories,1056.73,1,0.0,128.4,2022,Illinois
ORD-10545,West,Home Office,Same Day,Office Supplies,Storage,520.99,8,0.3,-27.99,2020,New York
ORD-10546,West,Corporate,Standard Class,Technology,Phones,287.46,3,0.1,86.33,2020,Florida
ORD-10547,South,Corporate,Same Day,Office Supplies,Paper,768.64,9,0.3,1.4,2019,Illinois
ORD-10548,West,Consumer,Same Day,Furniture,Tables,453.05,5,0.1,-18.6,2020,New York
ORD-10549,East,Corporate,Standard Class,Technology,Phones,1993.88,9,0.1,169.72,2020,California
ORD-10550,South,Corporate,First Class,Office Supplies,Art,75.15,2,0.0,15.24,2020,California
ORD-10551,Central,Consumer,Second Class,Office Supplies,Paper,119.83,5,0.3,-3.04,2024,Washington
ORD-10552,West,Corporate,Same Day,Furniture,Tables,272.42,2,0.3,78.55,2023,Florida
ORD-10553,East,Consumer,Same Day,Office Supplies,Paper,1573.84,4,0.3,403.67,2022,Texas
ORD-10554,Central,Corporate,First Class,Office Supplies,Storage,522.2,5,0.3,24.35,2025,Washington
ORD-10555,West,Home Office,Same Day,Office Supplies,Art,660.59,7,0.1,-28.2,2019,California
ORD-10556,Central,Home Office,Second Class,Office Supplies,Storage,1007.96,5,0.0,304.83,2025,New York
ORD-10557,West,Corporate,First Class,Furniture,Chairs,1430.03,1,0.3,20.76,2023,New York
ORD-10558,West,Corporate,Standard Class,Technology,Phones,1038.63,6,0.2,152.67,2023,Florida
ORD-10559,South,Home Office,First Class,Technology,Phones,792.0,1,0.3,-30.01,2025,Washington
ORD-10560,East,Home Office,Second Class,Technology,Phones,193.55,3,0.3,31.4,2023,California
ORD-10561,Central,Consumer,First Class,Furniture,Tables,1351.56,6,0.3,56.57,2022,New York
ORD-10562,Central,Home Office,Second Class,Furniture,Bookcases,256.73,4,0.0,3.99,2021,Washington
ORD-10563,Central,Consumer,Standard Class,Technology,Phones,1565.09,9,0.1,60.08,2024,New York
ORD-10564,East,Consumer,Same Day,Technology,Machines,268.59,3,0.1,9.17,2021,New York
ORD-10565,South,Corporate,Second Class,Technology,Copiers,152.05,6,0.1,18.88,2022,Washington
ORD-10566,South,Corporate,First Class,Furniture,Tables,324.76,3,0.3,47.14,2025,New York
ORD-10567,Central,Consumer,Standard Class,Technology,Phones,1993.2,6,0.1,103.22,2024,Illinois
ORD-10568,West,Home Office,Same Day,Furniture,Chairs,1537.72,6,0.1,75.52,2019,Washington
ORD-10569,West,Home Office,First Class,Office Supplies,Storage,752.65,9,0.2,192.31,2019,Texas
ORD-10570,Central,Corporate,Same Day,Furniture,Tables,944.12,1,0.3,-23.86,2019,New York
ORD-10571,West,Home Office,First Class,Office Supplies,Paper,1883.28,8,0.0,163.23,2023,Washington
ORD-10572,East,Corporate,Standard Class,Office Supplies,Paper,921.66,9,0.1,210.8,2019,Texas
ORD-10573,East,Consumer,Same Day,Office Supplies,Binders,1211.58,2,0.1,352.18,2023,Florida
ORD-10574,Central,Corporate,Second Class,Office Supplies,Art,1474.04,6,0.1,-4.85,2019,Illinois
ORD-10575,Central,Home Office,First Class,Technology,Machines,704.05,3,0.3,100.77,2024,California
ORD-10576,Central,Consumer,Standard Class,Office Supplies,Art,606.73,3,0.2,176.84,2025,Washington
ORD-10577,Central,Corporate,Same Day,Office Supplies,Art,1181.52,4,0.1,-75.52,2022,Washington
ORD-10578,West,Corporate,First Class,Office Supplies,Paper,568.6,7,0.0,-25.04,2020,Illinois
ORD-10579,West,Home Office,Second Class,Office Supplies,Paper,1214.6,8,0.1,135.16,2023,Washington
ORD-10580,Central,Home Office,Standard Class,Furniture,Tables,972.93,5,0.3,318.87,2024,Illinois
ORD-10581,Central,Consumer,Same Day,Technology,Phones,575.06,5,0.2,100.45,2024,Texas
ORD-10582,South,Home Office,First Class,Technology,Copiers,1806.76,6,0.0,555.57,2020,New York
ORD-10583,West,Home Office,Second Class,Technology,Accessories,543.65,2,0.0,-37.7,2020,California
ORD-10584,Central,Home Office,Standard Class,Technology,Phones,48.84,7,0.3,4.24,2019,Texas
ORD-10585,South,Home Office,Second Class,Furniture,Tables,137.98,7,0.0,33.62,2021,Texas
ORD-10586,East,Home Office,First Class,Technology,Copiers,894.83,3,0.2,209.42,2024,Florida
ORD-10587,Central,Corporate,Same Day,Technology,Accessories,1033.18,3,0.2,74.65,2025,Florida
ORD-10588,Central,Consumer,Same Day,Technology,Phones,71.1,8,0.2,9.54,2024,Illinois
ORD-10589,West,Consumer,Standard Class,Furniture,Chairs,1836.74,7,0.1,496.02,2022,California
ORD-10590,West,Consumer,Standard Class,Office Supplies,Storage,1186.64,8,0.3,122.47,2022,Texas
ORD-10591,West,Home Office,Standard Class,Office Supplies,Art,1367.51,4,0.0,-100.38,2021,California
ORD-10592,East,Home Office,Same Day,Office Supplies,Paper,776.64,2,0.2,-76.2,2021,California
ORD-10593,South,Corporate,Same Day,Furniture,Furnishings,370.62,2,0.3,122.5,2025,Washington
ORD-10594,West,Corporate,Second Class,Furniture,Chairs,355.62,4,0.1,63.26,2025,Illinois
ORD-10595,Central,Home Office,First Class,Office Supplies,Storage,1846.42,2,0.2,106.12,2025,Illinois
ORD-10596,Central,Home Office,Second Class,Office Supplies,Paper,1924.0,8,0.0,353.68,2025,Washington
ORD-10597,South,Consumer,Second Class,Technology,Accessories,1624.73,1,0.2,219.09,2019,Illinois
ORD-10598,East,Corporate,First Class,Office Supplies,Storage,297.18,3,0.3,43.65,2022,Washington
ORD-10599,South,Home Office,First Class,Office Supplies,Art,1272.95,3,0.3,442.14,2024,Illinois
ORD-10600,Central,Home Office,First Class,Office Supplies,Art,272.59,9,0.0,16.21,2021,Washington
ORD-10601,Central,Home Office,Standard Class,Furniture,Bookcases,712.71,1,0.0,80.03,2022,Texas
ORD-10602,Central,Corporate,First Class,Technology,Copiers,69.89,7,0.1,-5.63,2019,Illinois
ORD-10603,East,Home Office,Same Day,Furniture,Chairs,1596.56,8,0.3,-65.89,2023,Washington
ORD-10604,West,Consumer,Second Class,Furniture,Furnishings,1206.61,9,0.1,35.82,2021,California
ORD-10605,East,Home Office,Standard Class,Furniture,Tables,200.79,2,0.3,-8.46,2021,Texas
ORD-10606,East,Consumer,Standard Class,Furniture,Furnishings,826.58,3,0.1,156.17,2022,Washington
ORD-10607,Central,Consumer,Same Day,Technology,Accessories,1783.5,2,0.0,471.87,2024,New York
ORD-10608,South,Home Office,Second Class,Furniture,Chairs,668.29,1,0.1,-12.35,2020,California
ORD-10609,Central,Home Office,First Class,Furniture,Chairs,1184.22,6,0.3,324.71,2020,Texas
ORD-10610,Central,Home Office,Same Day,Office Supplies,Binders,443.71,8,0.3,27.58,2025,California
ORD-10611,East,Consumer,First Class,Furniture,Chairs,601.2,1,0.3,29.91,2023,Florida
ORD-10612,East,Home Office,Standard Class,Technology,Accessories,1774.11,4,0.1,410.11,2021,Washington
ORD-10613,East,Consumer,Same Day,Furniture,Tables,527.26,3,0.0,-19.95,2023,Texas
ORD-10614,Central,Home Office,Standard Class,Furniture,Furnishings,1034.19,6,0.3,330.18,2025,Illinois
ORD-10615,West,Home Office,Standard Class,Office Supplies,Paper,1568.14,7,0.2,331.26,2023,Texas
ORD-10616,Central,Corporate,First Class,Furniture,Chairs,867.8,7,0.1,56.52,2024,Florida
ORD-10617,South,Consumer,Same Day,Furniture,Bookcases,808.6,3,0.1,-8.58,2025,California
ORD-10618,Central,Corporate,First Class,Technology,Copiers,1695.33,1,0.2,560.02,2019,California
ORD-10619,South,Home Office,Second Class,Technology,Accessories,235.85,8,0.1,10.05,2019,Illinois
ORD-10620,South,Corporate,First Class,Furniture,Bookcases,1717.32,2,0.3,-58.37,2024,Illinois
ORD-10621,Central,Corporate,Second Class,Office Supplies,Binders,126.47,8,0.2,16.41,2022,New York
ORD-10622,West,Home Office,Second Class,Technology,Accessories,30.18,3,0.1,-1.87,2021,New York
ORD-10623,South,Corporate,Same Day,Office Supplies,Storage,1610.42,1,0.0,376.66,2021,New York
ORD-10624,South,Corporate,First Class,Technology,Accessories,628.15,7,0.2,208.4,2022,California
ORD-10625,East,Consumer,First Class,Technology,Copiers,1359.76,1,0.1,109.88,2025,California
ORD-10626,Central,Corporate,First Class,Technology,Machines,1660.84,3,0.3,531.87,2023,Illinois
ORD-10627,West,Corporate,Second Class,Technology,Copiers,1760.97,8,0.3,-86.88,2020,Washington
ORD-10628,West,Home Office,Standard Class,Technology,Copiers,1727.74,7,0.3,367.72,2019,Texas
ORD-10629,West,Corporate,First Class,Furniture,Furnishings,1991.04,4,0.0,-0.63,2022,Washington
ORD-10630,Central,Consumer,Standard Class,Furniture,Chairs,1050.68,6,0.2,310.96,2024,Washington
ORD-10631,West,Consumer,Same Day,Technology,Accessories,958.53,5,0.1,279.06,2023,Illinois
ORD-10632,Central,Consumer,Same Day,Furniture,Tables,407.51,2,0.1,82.76,2020,Texas
ORD-10633,East,Consumer,Same Day,Furniture,Bookcases,655.29,6,0.0,228.09,2021,California
ORD-10634,South,Corporate,Same Day,Furniture,Furnishings,967.84,9,0.1,-96.69,2024,Washington
ORD-10635,Central,Consumer,Standard Class,Office Supplies,Storage,1510.64,1,0.1,340.28,2022,Florida
ORD-10636,Central,Corporate,Second Class,Furniture,Tables,164.55,1,0.3,0.91,2020,Texas
ORD-10637,East,Consumer,First Class,Office Supplies,Art,97.14,8,0.1,10.05,2025,Illinois
ORD-10638,West,Corporate,Second Class,Office Supplies,Binders,1725.66,7,0.1,-164.87,2022,New York
ORD-10639,West,Consumer,Same Day,Technology,Machines,655.03,7,0.3,16.87,2024,California
ORD-10640,West,Home Office,Same Day,Office Supplies,Storage,548.81,9,0.2,25.6,2021,Washington
ORD-10641,South,Home Office,First Class,Technology,Accessories,1983.94,6,0.0,-76.07,2021,Washington
ORD-10642,West,Home Office,Same Day,Technology,Phones,596.89,3,0.1,41.54,2024,Illinois
ORD-10643,West,Home Office,Second Class,Technology,Phones,1083.34,1,0.2,57.09,2019,Washington
ORD-10644,Central,Home Office,Standard Class,Office Supplies,Storage,345.29,8,0.1,77.02,2022,Texas
ORD-10645,East,Consumer,First Class,Technology,Accessories,396.45,4,0.0,57.52,2019,New York
ORD-10646,South,Consumer,Same Day,Furniture,Chairs,295.22,6,0.3,-1.32,2020,New York
ORD-10647,South,Home Office,Second Class,Furniture,Chairs,1609.9,7,0.3,277.98,2024,Illinois
ORD-10648,East,Consumer,Standard Class,Office Supplies,Paper,902.0,3,0.1,-22.18,2022,Washington
ORD-10649,West,Corporate,First Class,Office Supplies,Art,834.18,1,0.1,-39.04,2020,Washington
ORD-10650,West,Consumer,First Class,Furniture,Chairs,98.83,7,0.2,32.53,2022,Illinois
ORD-10651,West,Consumer,Same Day,Technology,Machines,249.33,5,0.0,31.58,2025,Washington
ORD-10652,East,Corporate,Standard Class,Technology,Machines,1554.96,3,0.2,284.33,2019,California
ORD-10653,East,Consumer,Second Class,Technology,Copiers,1777.19,2,0.2,-122.51,2022,Washington
ORD-10654,West,Consumer,Standard Class,Technology,Accessories,314.04,2,0.1,83.68,2020,New York
ORD-10655,Central,Corporate,First Class,Technology,Copiers,613.8,8,0.3,130.88,2022,California
ORD-10656,Central,Consumer,First Class,Office Supplies,Storage,1605.86,2,0.2,-81.19,2019,Florida
ORD-10657,East,Home Office,Standard Class,Office Supplies,Art,1386.29,1,0.2,-103.86,2024,California
ORD-10658,East,Consumer,Second Class,Furniture,Furnishings,311.38,8,0.0,-18.56,2019,Florida
ORD-10659,South,Corporate,Same Day,Office Supplies,Art,629.2,1,0.0,-17.14,2020,New York
ORD-10660,West,Corporate,Same Day,Furniture,Chairs,898.67,8,0.1,126.31,2022,Illinois
ORD-10661,West,Home Office,Same Day,Furniture,Tables,418.5,1,0.0,21.96,2025,New York
ORD-10662,South,Corporate,Standard Class,Furniture,Chairs,528.98,5,0.2,124.18,2020,Texas
ORD-10663,West,Home Office,Standard Class,Office Supplies,Art,1256.0,5,0.2,73.15,2022,California
ORD-10664,South,Consumer,Second Class,Furniture,Furnishings,696.86,1,0.2,191.51,2025,Washington
ORD-10665,East,Corporate,Second Class,Office Supplies,Art,1614.09,6,0.1,162.51,2020,Illinois
ORD-10666,West,Home Office,Second Class,Technology,Machines,1246.02,4,0.3,246.42,2020,Washington
ORD-10667,South,Consumer,Second Class,Technology,Phones,1502.25,4,0.2,-78.48,2021,Texas
ORD-10668,West,Corporate,Same Day,Office Supplies,Art,960.7,1,0.0,171.23,2020,Illinois
ORD-10669,South,Corporate,Same Day,Office Supplies,Paper,1955.02,7,0.0,542.7,2022,New York
ORD-10670,West,Home Office,Second Class,Office Supplies,Storage,994.88,8,0.1,283.54,2022,Illinois
ORD-10671,South,Home Office,Second Class,Office Supplies,Paper,1004.56,4,0.1,-51.56,2024,Illinois
ORD-10672,East,Home Office,Standard Class,Technology,Machines,957.4,3,0.1,-6.56,2025,New York
ORD-10673,East,Consumer,Standard Class,Furniture,Bookcases,562.76,3,0.1,131.09,2025,New York
ORD-10674,Central,Corporate,Same Day,Furniture,Tables,439.26,5,0.3,19.74,2020,Illinois
ORD-10675,West,Consumer,Second Class,Technology,Copiers,1907.18,6,0.3,-111.15,2020,California
ORD-10676,South,Corporate,Standard Class,Furniture,Bookcases,619.49,3,0.0,95.39,2020,Texas
ORD-10677,South,Consumer,Second Class,Furniture,Tables,1798.74,2,0.0,-79.42,2020,Washington
ORD-10678,West,Corporate,First Class,Furniture,Bookcases,984.68,9,0.2,11.79,2022,Illinois
ORD-10679,South,Consumer,Second Class,Office Supplies,Binders,1614.25,8,0.3,-99.7,2024,Texas
ORD-10680,South,Home Office,First Class,Furniture,Tables,1125.18,2,0.1,359.82,2019,California
ORD-10681,West,Corporate,Second Class,Office Supplies,Paper,1676.1,6,0.3,475.17,2019,New York
ORD-10682,West,Consumer,Standard Class,Office Supplies,Paper,980.34,8,0.3,50.75,2024,California
ORD-10683,South,Corporate,First Class,Technology,Accessories,168.29,9,0.3,46.59,2020,Washington
ORD-10684,East,Corporate,First Class,Furniture,Furnishings,768.43,9,0.2,197.0,2023,California
ORD-10685,Central,Home Office,Second Class,Furniture,Tables,539.57,1,0.0,-44.26,2023,Washington
ORD-10686,East,Corporate,First Class,Office Supplies,Paper,713.39,8,0.0,212.71,2022,California
ORD-10687,South,Consumer,Same Day,Technology,Accessories,1940.75,4,0.0,330.62,2020,New York
ORD-10688,East,Corporate,Standard Class,Office Supplies,Binders,594.29,7,0.2,15.96,2019,Texas
ORD-10689,Central,Corporate,Same Day,Furniture,Furnishings,1228.52,6,0.0,52.61,2021,Texas
ORD-10690,South,Corporate,First Class,Office Supplies,Storage,217.17,2,0.0,62.39,2023,Texas
ORD-10691,East,Home Office,Standard Class,Office Supplies,Art,704.8,7,0.3,166.18,2023,Illinois
ORD-10692,Central,Corporate,Same Day,Technology,Accessories,1444.08,9,0.0,61.08,2025,Florida
ORD-10693,South,Home Office,Same Day,Technology,Copiers,1258.45,4,0.0,85.39,2020,Illinois
ORD-10694,East,Home Office,First Class,Furniture,Bookcases,665.82,1,0.2,187.28,2024,Illinois
ORD-10695,South,Corporate,Standard Class,Technology,Machines,1680.45,5,0.1,-142.01,2019,Florida
ORD-10696,Central,Consumer,Second Class,Furniture,Furnishings,818.0,4,0.1,146.86,2024,Texas
ORD-10697,Central,Consumer,Same Day,Furniture,Bookcases,1883.84,6,0.3,344.41,2023,New York
ORD-10698,Central,Corporate,First Class,Office Supplies,Storage,1600.04,6,0.2,-114.07,2020,Florida
ORD-10699,South,Corporate,Same Day,Office Supplies,Art,1838.67,8,0.3,624.19,2023,New York
ORD-10700,Central,Corporate,Standard Class,Furniture,Chairs,1704.0,3,0.1,-2.65,2024,Florida
ORD-10701,South,Consumer,Second Class,Furniture,Chairs,284.02,2,0.2,8.88,2020,California
ORD-10702,West,Home Office,Second Class,Technology,Machines,722.5,8,0.2,115.42,2019,Washington
ORD-10703,Central,Home Office,Second Class,Office Supplies,Storage,850.28,1,0.2,72.13,2019,Washington
ORD-10704,West,Home Office,Same Day,Technology,Copiers,749.14,8,0.3,66.92,2019,Florida
ORD-10705,South,Corporate,Same Day,Office Supplies,Art,1081.59,4,0.3,123.08,2021,Washington
ORD-10706,South,Home Office,Standard Class,Furniture,Tables,1730.01,2,0.2,159.31,2022,Florida
ORD-10707,South,Consumer,Standard Class,Technology,Accessories,1656.4,5,0.3,-124.93,2025,California
ORD-10708,South,Home Office,Standard Class,Office Supplies,Binders,1718.56,2,0.1,-72.04,2022,California
ORD-10709,South,Corporate,Standard Class,Furniture,Furnishings,764.19,2,0.0,-73.96,2023,Illinois
ORD-10710,South,Consumer,First Class,Office Supplies,Paper,524.4,3,0.0,-29.62,2024,Illinois
ORD-10711,West,Home Office,Same Day,Office Supplies,Binders,176.84,1,0.0,-16.14,2023,Washington
ORD-10712,South,Consumer,Second Class,Technology,Copiers,594.71,2,0.0,-29.52,2023,New York
ORD-10713,West,Home Office,Standard Class,Furniture,Furnishings,964.43,6,0.0,291.52,2022,Washington
ORD-10714,South,Consumer,Second Class,Technology,Machines,916.59,6,0.0,303.84,2025,Washington
ORD-10715,West,Consumer,First Class,Furniture,Chairs,1650.82,1,0.0,271.45,2019,New York
ORD-10716,East,Corporate,Standard Class,Furniture,Bookcases,728.35,7,0.3,30.89,2025,Washington
ORD-10717,West,Home Office,First Class,Technology,Phones,1150.29,7,0.0,-111.83,2025,Washington
ORD-10718,Central,Corporate,First Class,Technology,Accessories,1922.28,4,0.0,-179.95,2024,Florida
ORD-10719,Central,Consumer,First Class,Technology,Phones,442.02,2,0.0,145.92,2022,Illinois
ORD-10720,South,Home Office,Same Day,Office Supplies,Binders,1709.57,4,0.3,-125.53,2024,Illinois
ORD-10721,Central,Home Office,First Class,Office Supplies,Paper,1980.76,2,0.0,561.21,2019,California
ORD-10722,West,Home Office,First Class,Technology,Machines,874.98,8,0.3,225.14,2023,Florida
ORD-10723,Central,Corporate,First Class,Furniture,Chairs,464.28,1,0.1,8.07,2022,Washington
ORD-10724,East,Corporate,Same Day,Office Supplies,Art,1934.6,2,0.2,-72.06,2024,Washington
ORD-10725,Central,Consumer,Second Class,Office Supplies,Storage,789.76,6,0.2,61.22,2025,New York
ORD-10726,East,Corporate,First Class,Technology,Accessories,510.31,4,0.2,170.94,2024,Washington
ORD-10727,South,Consumer,Standard Class,Technology,Copiers,256.67,6,0.2,-19.97,2025,California
ORD-10728,South,Home Office,Second Class,Technology,Machines,1898.07,2,0.1,74.52,2020,Texas
ORD-10729,East,Home Office,First Class,Technology,Accessories,1289.23,1,0.3,106.1,2022,New York
ORD-10730,West,Home Office,Second Class,Technology,Copiers,1360.21,6,0.1,228.87,2020,Florida
ORD-10731,Central,Corporate,Second Class,Technology,Accessories,1633.29,5,0.1,64.27,2020,New York
ORD-10732,West,Corporate,First Class,Technology,Phones,414.2,1,0.2,5.92,2019,Florida
ORD-10733,East,Corporate,Same Day,Office Supplies,Storage,834.07,9,0.2,107.69,2021,New York
ORD-10734,Central,Consumer,Same Day,Technology,Machines,498.48,8,0.3,21.24,2023,Florida
ORD-10735,East,Home Office,Standard Class,Office Supplies,Paper,44.94,6,0.0,-0.8,2019,Texas
ORD-10736,West,Corporate,First Class,Furniture,Chairs,830.18,4,0.3,176.01,2021,New York
ORD-10737,Central,Consumer,Standard Class,Technology,Machines,903.73,8,0.0,191.42,2019,Illinois
ORD-10738,South,Consumer,First Class,Furniture,Furnishings,1072.33,1,0.0,255.55,2021,Illinois
ORD-10739,South,Corporate,First Class,Office Supplies,Storage,1449.99,5,0.3,211.84,2025,New York
ORD-10740,South,Consumer,Second Class,Furniture,Bookcases,606.96,6,0.0,-26.66,2020,California
ORD-10741,West,Corporate,Second Class,Technology,Copiers,1856.94,6,0.0,68.44,2020,Washington
ORD-10742,East,Corporate,Second Class,Furniture,Bookcases,1294.94,8,0.0,316.16,2025,Illinois
ORD-10743,Central,Corporate,First Class,Technology,Accessories,1285.15,5,0.0,123.06,2020,New York
ORD-10744,South,Corporate,Second Class,Office Supplies,Storage,343.44,6,0.1,-11.85,2023,California
ORD-10745,South,Consumer,First Class,Technology,Phones,1306.12,5,0.2,356.16,2024,Texas
ORD-10746,Central,Corporate,Standard Class,Furniture,Bookcases,455.33,7,0.1,138.76,2025,Florida
ORD-10747,West,Consumer,Second Class,Office Supplies,Binders,1673.25,3,0.0,534.7,2021,Florida
ORD-10748,West,Home Office,First Class,Office Supplies,Storage,1582.41,4,0.2,-140.69,2019,Illinois
ORD-10749,Central,Corporate,First Class,Technology,Copiers,708.61,2,0.2,-41.6,2019,New York
ORD-10750,South,Home Office,First Class,Technology,Copiers,525.08,1,0.0,125.13,2021,Texas
ORD-10751,South,Corporate,Standard Class,Office Supplies,Paper,1408.97,5,0.0,129.77,2025,Texas
ORD-10752,South,Consumer,First Class,Office Supplies,Art,807.96,5,0.0,42.18,2020,Illinois
ORD-10753,South,Consumer,Second Class,Office Supplies,Paper,1371.37,6,0.2,28.34,2025,New York
ORD-10754,South,Home Office,First Class,Furniture,Furnishings,1203.41,4,0.2,362.08,2023,Texas
ORD-10755,South,Consumer,Standard Class,Office Supplies,Storage,1646.09,6,0.1,529.95,2025,Washington
ORD-10756,South,Corporate,Second Class,Furniture,Furnishings,1824.02,5,0.3,409.18,2025,Texas
ORD-10757,East,Corporate,Standard Class,Furniture,Chairs,1102.02,6,0.3,321.05,2024,California
ORD-10758,East,Consumer,Standard Class,Furniture,Furnishings,1060.38,6,0.2,285.0,2019,New York
ORD-10759,South,Home Office,Standard Class,Furniture,Tables,892.66,1,0.2,247.52,2023,Texas
ORD-10760,Central,Consumer,First Class,Technology,Accessories,717.91,2,0.0,173.49,2020,Texas
ORD-10761,East,Corporate,Second Class,Furniture,Tables,670.57,6,0.0,30.21,2020,Texas
ORD-10762,South,Consumer,Standard Class,Technology,Accessories,131.3,5,0.3,37.14,2019,New York
ORD-10763,Central,Home Office,Same Day,Furniture,Chairs,86.18,9,0.2,21.98,2024,Florida
ORD-10764,South,Home Office,Standard Class,Furniture,Tables,977.48,8,0.2,307.43,2021,Washington
ORD-10765,West,Home Office,Same Day,Technology,Machines,1156.38,2,0.2,317.67,2021,Illinois
ORD-10766,West,Corporate,First Class,Technology,Phones,1968.5,2,0.1,64.31,2025,New York
ORD-10767,South,Home Office,Second Class,Technology,Copiers,532.74,1,0.1,-6.13,2019,Florida
ORD-10768,South,Corporate,Second Class,Office Supplies,Binders,1892.52,1,0.3,-28.89,2022,California
ORD-10769,Central,Corporate,Same Day,Technology,Phones,1039.27,3,0.0,-53.78,2021,Illinois
ORD-10770,West,Corporate,Same Day,Furniture,Chairs,1099.06,4,0.3,7.23,2019,Texas
ORD-10771,West,Corporate,Standard Class,Office Supplies,Paper,1360.71,7,0.2,26.87,2019,Florida
ORD-10772,South,Corporate,Second Class,Technology,Copiers,1668.13,1,0.0,-29.12,2021,California
ORD-10773,East,Home Office,First Class,Technology,Accessories,1379.62,3,0.3,32.78,2023,Texas
ORD-10774,West,Corporate,First Class,Furniture,Bookcases,451.14,3,0.0,109.61,2019,Illinois
ORD-10775,East,Corporate,Standard Class,Furniture,Tables,1480.11,1,0.3,-103.2,2023,Illinois
ORD-10776,Central,Consumer,Same Day,Office Supplies,Paper,712.06,6,0.3,182.37,2020,Texas
ORD-10777,West,Corporate,Standard Class,Furniture,Chairs,1649.55,3,0.2,479.77,2020,Texas
ORD-10778,South,Home Office,Second Class,Office Supplies,Storage,371.16,9,0.0,-1.8,2019,Florida
